"employee_id","department","job_level","employment_type","city","hire_date","last_review_date","salary","bonus_pct","performance_score","overtime_hours","training_hours","satisfaction_score","manager","attrition","employment_status"
"EMP00494","HR","L4","Full-time","Nukus","13/11/2019","2021-12-03","137,894.17","0.17","2.3","16","24","2.08","Farida Karim","No","active"
"EMP00495","HR","L3","Part-time","Nukus","17/07/2017","2019-02-25","$ 33,566.97","0.04","2.24","29","80","3.95","Sara Lee","yes","Active"
"EMP00496"," hr ","L2","Intern","Nukus","19/12/2023","2026-03-28","127,022.05","0.03","3.72","11","34","4.35","Timur Akramov","No","active"
"EMP00497","Customer Success","L2","Part-time","Fergana","21/04/2016","2019-05-30","99,126.80","0.15","2.89","4","70","2.44","Nodira Usmanova","NO","On Leave"
"EMP00498","Sales","L4","Contract","Bukhara","03/05/2019","2020-12-17","32,607.31","0.02","2.22","14","53","2.02","Timur Akramov","Yes","Active"
"EMP00499","IT","L4","Full-time","Tashkent","18/10/2021","2022-07-16","135,127.75","0.06","3.43","35","11","4.57","Farida Karim","No","active"
"EMP00500","Sales","Senior Analyst","Full-time","Fergana","24/08/2021","2024-01-21","92,841.06","0.08","4.44","37","46","4.36","Farida Karim","NO","On Leave"
"EMP00501","HR","L3","Intern","Bukhara","12/02/2016","2017-04-12","111,455.50","0.04","2.04","21","16","1.45","Farida Karim","No","active"
"EMP00502","IT","Manager","Intern","Fergana","05/03/2023","2026-04-22","115,335.11","0.08","2.53","45","66","3.81","Aziz Khan","NO","Active"
"EMP00503","Marketing","Manager","Intern","Samarkand","18/01/2018","2020-05-04","108,824.33","0.04","4.74","30","10","2.9","Farida Karim","no","On Leave"
"EMP00504","Finance","L1","Contract","Tashkent","12/06/2024","2025-08-08","$38,583.79","0.17","4.76","31","23","4.28",,"No","On Leave"
"EMP00505","Customer Success","L2","Contract","Bukhara","28/09/2016","2018-05-27","78,583.76","0.15","3.64","21","45","3.9","Nodira Usmanova","yes","On Leave"
"EMP00506","Finance","L1","Contract","Nukus","18/08/2020","2021-09-12","130,105.17","0.12","4.27","18","7","4.09","Nodira Usmanova","Yes","active"
"EMP00507","HR","L4","Contract","Tashkent","17/10/2016","2019-03-31","138,982.46","0.11",,"5","37","2.95","Farida Karim","yes","active"
"EMP00508","Human Resources","L2","Full-time","Andijan","22/05/2024","2025-10-11","136,113.01","0","2.7","2","37","4.22","Farida Karim","no","Active"
"EMP00509","Sales","L3","Intern","Fergana","29/04/2023","2025-10-18","105,057.15","0.11","3.24","40","35","3.7","Timur Akramov","No","On Leave"
"EMP00510","HR","L3","Intern","Andijan","28/11/2016","2017-08-13","103,905.76","0.08","4.77","17","8","3.77","Nodira Usmanova","No","Active"
"EMP00511","sales ","L3","Contract","Andijan","24/05/2024","2026-01-05","143,174.18","0.09","3.85","28","6","4.14","Timur Akramov","no","Resigned"
"EMP00512","IT","Senior Analyst","Part-time","Samarkand","14/10/2019","2021-08-18","104,981.57","0.08","2.27","17","72","2.22","Nodira Usmanova","NO","active"
"EMP00513","HR","Senior Analyst","Full-time","Fergana","23/07/2017","2018-06-11",,"0.06","2.13","40","19","3.49","Aziz Khan","NO","active"
"EMP00514","sales ","Senior Analyst","Contract","Tashkent","17/03/2025","2026-11-08","143,528.49","0.01","2.75","33","58","1.11","Rustam Mamatov","yes","active"
"EMP00515","Human Resources","L3","Intern","Bukhara","19/02/2020","2021-01-14","119,835.71","0.03","3.44","33","54","1.71","Farida Karim","NO","On Leave"
"EMP00516","Operations","L3","Part-time","Bukhara","10/02/2023","2024-02-06","114,933.39","0.11","4.18","29","8","1.32","Aziz Khan","no","active"
"EMP00517","IT","L3","Full-time","Andijan","26/01/2016","2019-01-03","87,946.23","0.13","2.65","21","43","1.98","Timur Akramov",,"active"
"EMP00518","Finance","Senior Analyst","Contract","Samarkand","05/02/2020","2021-11-30","$66,604.80","0.04","3.29","43","7","3.42","Aziz Khan","NO","active"
"EMP00519","HR","Manager","Intern","Fergana","21/01/2024","2025-08-10","99,410.60","0.2","2.96","28","72","3.08","Timur Akramov","No","Resigned"
"EMP00520","Human Resources","L2","Contract","Fergana","02/04/2018","2021-03-26","40,525.15","0.11","3.88","32","56","3.78","Aziz Khan","NO","active"
"EMP00521","Marketing","L4","Full-time","Nukus","24/07/2020","2023-05-30","145,157.30","0.05","4.17","23","60","2.99","Rustam Mamatov","yes","Active"
"EMP00522","IT","Manager","Full-time",,"11/03/2016","2018-12-19","146,847.92","0.12","3.46","32","8","4.33",,"no","Active"
"EMP00523","Customer Success","L1","Full-time","Nukus","19/12/2016","2019-03-16","66,168.31","0.13","3.81","32","47","3.6","Timur Akramov","yes","active"
"EMP00524","IT","Manager","Intern","Fergana","25/03/2017","2019-11-10","106,250.21","0.1","4.88","6","80","1.97","Timur Akramov","Yes","On Leave"
"EMP00525","Operations","L3","Full-time","Samarkand","20/12/2018","2021-05-31"," 117,445.38 ","0","4.32","0","37","1.77","Timur Akramov","yes","Active"
"EMP00526","Sales","L4","Part-time","Samarkand","30/01/2021","2021-12-01","110,441.51","0.08","4.44","6","30","1.55","Timur Akramov","yes","Active"
"EMP00527"," hr ","L3","Intern","Andijan","11/07/2023","2024-04-03","84,912.29","0.14","3.59","15","76","3.99","Rustam Mamatov","no","Active"
"EMP00528","Marketing","L4","Intern","Nukus","19/05/2022","2023-11-06","$ 103,333.31","0.09","3.73","7","10","2.21","Rustam Mamatov","no","Active"
"EMP00529","IT","L2","Part-time","Fergana","25/03/2025","2028-01-17","50,057.34","0.05","3.46","11","51","2.78","Aziz Khan","NO","On Leave"
"EMP00530","IT","L3","Full-time","Nukus","26/06/2021","2022-11-15","131,722.21","0.1","2.72","12","19","3.55","Rustam Mamatov","yes","active"
"EMP00531","Finance","L3","Full-time","Nukus","29/05/2021","2024-09-07","42,894.99","0.05","3.03","39","77","1.31","Aziz Khan","no","Resigned"
"EMP00532","Customer Success","L4","Intern","Bukhara","27/11/2019","2021-07-27","$119,794.04","0.07","2.28","45","38","2.26","Rustam Mamatov","No","Resigned"
"EMP00533","HR","L4","Contract","Samarkand","12/11/2022","2025-09-09","68,799.11","0.13","3.07","23","1","1.31","Farida Karim","NO","On Leave"
"EMP00534","HR","Senior Analyst","Intern","Andijan","20/11/2024","2026-06-18","140,084.43","0.19","3.09","20","10","3.64","Aziz Khan","no","Resigned"
"EMP00535","Human Resources","L1","Full-time","Fergana","09/06/2023","2025-09-03","137,538.63","0.18","4.82","15","7","4.15","Timur Akramov","no","On Leave"
"EMP00536","IT","L1","Full-time","Bukhara","12/10/2022","2025-11-27","103,165.14","0.13","3.46","6","69","4.56","Rustam Mamatov","NO","On Leave"
"EMP00537","Finance","Manager","Part-time","Samarkand","16/01/2025","2026-05-13","39,908.22","0.03","3.8","17","17","2.95","Rustam Mamatov","yes","Resigned"
"EMP00538","Marketing","Manager","Full-time","Tashkent","26/04/2016","2018-03-06","91,576.40","0.09","3.52","35","32","4.82","Timur Akramov","No","active"
"EMP00539","Human Resources","L3","Intern","Fergana","04/03/2018","2020-10-26","42,832.37","0.18","4.11","7","44","4.27","Aziz Khan","No","Resigned"
"EMP00540","Operations","L1","Part-time","Bukhara","26/07/2021","2023-03-23",,"0.03","2.17","15","75","4.45",,"NO","active"
"EMP00541","HR","L1","Part-time","Bukhara","12/02/2020","2022-10-01","136,434.25","0.11","3.72","44","27","3.35","Nodira Usmanova","NO","Active"
"EMP00542","Operations","L2","Intern","Samarkand","09/06/2019","2020-01-02","54,229.34","0.14","2.39","41","69","3.44","Aziz Khan","Yes","active"
"EMP00543","Human Resources","Manager","Intern","Andijan","21/09/2024","2025-06-30","51,434.42","0.14","2.23","17","18","4.39","Aziz Khan","NO","Resigned"
"EMP00544","Marketing","Senior Analyst","Intern","Nukus","25/03/2023","2025-04-06","89,938.72","0.18","3.59","15","18","1.3","Nodira Usmanova","no","active"
"EMP00545","sales ","L1","Full-time","Bukhara","22/09/2023","2025-01-21","89,229.56","0.09","4.82","18","35","2.36","Aziz Khan","No","Resigned"
"EMP00546","Human Resources","L1","Part-time","Tashkent","10/04/2017","2017-12-03","$142,189.92","0.04",,"24","23","1.82","Farida Karim","Yes","active"
"EMP00547","Marketing","L4","Intern","Bukhara","26/07/2022","2023-07-15","60,173.10","0.01","4.18","23","30","1.48","Farida Karim","no","On Leave"
"EMP00548","IT","L2","Full-time","Tashkent","18/03/2021","2023-02-14","98,454.01","0.08","2.88","44","58","1.48","Timur Akramov","no","On Leave"
"EMP00549","Finance","Manager","Part-time","Tashkent","09/05/2016","2018-11-20","74,557.65","0.07","4.32","0","64","1.12","Sara Lee","yes","On Leave"
"EMP00550","IT","Senior Analyst","Intern","Nukus","12/10/2017","2019-10-07","112,211.30","0.02","4.56","14","45","4.13","Rustam Mamatov","yes","Resigned"
"EMP00551","Customer Success","L3","Contract","Fergana","22/07/2023","2026-08-31","80,276.39","0.02","4.41","12","39","1.67","Nodira Usmanova","no","active"
"EMP00552","Finance","Manager","Full-time","Bukhara","07/04/2017","2020-05-11","93,904.64","0.17","3.87","44","33","3.58","Farida Karim","Yes","Active"
"EMP00553","Customer Success","L2","Intern","Nukus","18/07/2020","2021-05-02","90,694.01","0.04","3.1","4","36","2.67","Rustam Mamatov","No","active"
"EMP00554","Finance","L2","Contract","Samarkand","20/09/2021","2024-07-05","92,038.18","0.08","2.15","28","30","1.37","Nodira Usmanova","Yes","Active"
"EMP00555","Operations","Manager","Part-time","Nukus","19/01/2016","2017-02-16","149,257.26","0.17","3.06","25","43","3.86","Sara Lee","no","active"
"EMP00556","sales ","L3","Contract","Tashkent","22/03/2023","2025-03-24","94,644.00","0.02","4.8","22","19","3.73","Timur Akramov","No","Resigned"
"EMP00557","HR","L1","Full-time","Bukhara","01/02/2023","2025-10-18","50,590.31","0.04","3.58","5","77","4.9","Sara Lee","yes","On Leave"
"EMP00558"," hr ","Senior Analyst","Intern","Nukus","25/07/2024","2025-03-31","146,852.40","0.14","4.07","22","71","1.53",,"Yes","On Leave"
"EMP00559","Finance","Manager","Contract","Nukus","18/06/2022","2023-06-26","90,860.89","0.18","3.08","3","28","2.35","Aziz Khan","Yes","active"
"EMP00560","HR","L4","Full-time","Fergana","10/09/2021","2024-11-01","$50,253.71","0.15","3.45","45","17","1.47","Timur Akramov","yes","Active"
"EMP00561","Sales","L3","Intern","Bukhara","10/01/2017","2018-07-14","$ 29,545.33","0.13","2.31","42","31","1.76","Farida Karim","NO","active"
"EMP00562","HR","Senior Analyst","Intern","Andijan","03/09/2020","2022-08-20","109,110.57","0.16","3.88","16","79","2.82","Aziz Khan","no","On Leave"
"EMP00563","sales ","Senior Analyst","Intern","Samarkand","19/10/2021","2022-05-21","36,313.12","0","3.77","27","12","2.23","Aziz Khan","No","Active"
"EMP00564","Customer Success","L3","Contract","Bukhara","18/03/2025","2025-12-17","38,723.24","0.04","4.81","12","13","3.33","Timur Akramov",,"active"
"EMP00565","Finance","L2","Part-time","Tashkent","14/12/2018","2020-08-22","40,226.63","0.09","4.03","23","14","3.03","Aziz Khan","NO","On Leave"
"EMP00566","Finance","L3","Intern","Bukhara","07/11/2021","2024-10-11","78,720.81","0.01","2.18","40","13","4.4","Aziz Khan","yes","Resigned"
"EMP00567","sales ","L2","Contract","Samarkand","12/10/2019","2022-11-20",,"0.11","2.22","37","70","3.52","Timur Akramov","no","active"
"EMP00568","sales ","L4","Part-time","Samarkand","14/09/2017","2019-04-02","86,927.48","0.19","2.88","25","76","2.54","Aziz Khan","NO","Active"
"EMP00569","Marketing","L1","Full-time","Tashkent","25/09/2020","2023-12-29","98,818.66","0.18","3.23","45","34","2.3","Timur Akramov","NO","active"
"EMP00570","Operations","Manager","Intern","Bukhara","11/06/2018","2021-08-08","96,749.73","0.18","2.72","23","19","4.99","Aziz Khan","NO","active"
"EMP00571","Customer Success","L2","Intern","Tashkent","16/02/2019","2020-01-30","138,304.10","0.11","3.13","2","3","2.83","Aziz Khan","No","Active"
"EMP00572","Marketing","L2","Intern","Fergana","22/12/2024","2027-10-09","65,723.53","0.06","4.82","15","11","1.31","Timur Akramov","No","Resigned"
"EMP00573","Sales","L4","Part-time","Bukhara","07/04/2018","2018-12-11","65,831.62","0.08","2.96","28","17","2.65","Sara Lee","NO","On Leave"
"EMP00574","Sales","L4","Part-time","Fergana","13/02/2019","2020-06-06","$112,971.49","0.05","2.99","15","41","4.5","Rustam Mamatov","NO","Active"
"EMP00575","Finance","Manager","Intern","Tashkent","12/06/2023","2025-12-01","52,250.48","0","3.66","44","44","2.75","Rustam Mamatov","Yes","Active"
"EMP00576","HR","Senior Analyst","Intern","Bukhara","03/06/2021","2023-09-10","101,352.55","0.06","4.37","20","44","4.19",,"NO","Active"
"EMP00577","sales ","Manager","Contract","Samarkand","21/07/2019","2021-04-27","120,948.13","0.13","4.6","31","15","2.17","Aziz Khan","Yes","Active"
"EMP00578","HR","Manager","Intern","Samarkand","01/02/2025","2027-07-13","37,514.97","0.14","3.9","14","33","2.56","Timur Akramov","Yes","active"
"EMP00579","Human Resources","L4","Full-time","Fergana","30/08/2017","2018-08-14","62,095.36","0.17","3.14","26","29","4.87","Nodira Usmanova","no","Resigned"
"EMP00580","Operations","L3","Intern",,"10/03/2021","2022-05-06","59,853.84","0.14","4.87","12","8","4.11","Aziz Khan","yes","active"
"EMP00581","IT","L4","Full-time","Tashkent","18/01/2017","2019-10-13","101,660.04","0.15","3.43","42","24","4.44","Nodira Usmanova","NO","active"
"EMP00582","Marketing","Manager","Full-time","Tashkent","22/06/2024","2026-06-22","37,987.80","0.13","3.78","18","37","2.79","Sara Lee","Yes","active"
"EMP00583","Customer Success","L3","Contract","Bukhara","21/11/2018","2020-11-28","28,446.02","0.03","2.28","36","44","3","Nodira Usmanova","yes","Active"
"EMP00584","IT","L3","Contract","Fergana","04/04/2025","2025-10-21","31,111.12","0.06","2.22","9","79","1.68","Aziz Khan","Yes","Active"
"EMP00585","Sales","L4","Intern","Andijan","09/05/2021","2023-10-10","102,092.98","0.14",,"38","44","2.61","Rustam Mamatov","Yes","Active"
"EMP00586","Human Resources","L3","Part-time","Bukhara","06/05/2022","2023-10-20","123,442.03","0.15","4.31","41","49","1.99","Rustam Mamatov","NO","active"
"EMP00587","Sales","L2","Intern","Andijan","14/09/2019","2021-03-06","143,680.30","0.16","2.71","19","11","2.22","Nodira Usmanova","NO","Resigned"
"EMP00588","Marketing","L4","Contract","Bukhara","11/07/2017","2019-12-29","$58,874.58","0.12","4.31","27","12","4.73","Rustam Mamatov","Yes","Resigned"
"EMP00589"," hr ","L3","Full-time","Bukhara","15/09/2020","2023-10-15","143,027.39","0.19","4.51","16","63","3.27","Farida Karim","Yes","active"
"EMP00590","Customer Success","Manager","Intern","Andijan","30/03/2017","2019-07-07","30,567.96","0.01","2.72","38","0","4.06","Sara Lee","no","Active"
"EMP00591","HR","Senior Analyst","Full-time","Bukhara","29/07/2024","2025-03-21","110,966.40","0","2.92","28","57","4.08","Timur Akramov","no","On Leave"
"EMP00592","Finance","L3","Contract","Andijan","27/08/2016","2019-06-30","99,209.00","0.18","3.07","4","41","4.42","Nodira Usmanova","yes","active"
"EMP00593","Marketing","L3","Contract","Andijan","31/12/2019","2021-04-07","88,185.51","0.06","2.28","3","62","3.5","Nodira Usmanova","No","Active"
"EMP00594","Finance","Manager","Full-time","Samarkand","14/04/2017","2019-05-25",,"0.14","4.91","24","0","1.69",,"Yes","active"
"EMP00595","Marketing","L2","Part-time","Samarkand","18/04/2019","2021-08-18","36,827.94","0.13","2.18","0","14","3.12","Timur Akramov","no","On Leave"
"EMP00596","HR","Senior Analyst","Intern","Samarkand","23/04/2024","2025-05-10","94,872.25","0.04","2.54","11","20","3.36","Farida Karim","No","active"
"EMP00597","Operations","Manager","Full-time","Nukus","03/04/2021","2023-04-28","48,021.98","0.17","2.43","27","69","4.79","Farida Karim","no","On Leave"
"EMP00598","HR","L4","Intern","Nukus","12/12/2021","2024-05-13","60,529.43","0","2.58","21","5","2.83","Rustam Mamatov","NO","Resigned"
"EMP00599","IT","L3","Contract","Bukhara","25/10/2023","2026-06-01","74,806.85","0.16","4.11","27","27","2.49","Timur Akramov","NO","Active"
"EMP00600","IT","L4","Contract","Samarkand","20/02/2025","2027-10-09","114,565.41","0.05","3.81","28","76","3.26","Rustam Mamatov","No","On Leave"
"EMP00601","sales ","Manager","Full-time","Nukus","30/01/2022","2024-05-30","50,654.28","0.18","2.16","44","22","4.56","Farida Karim","NO","active"
"EMP00602","Sales","L3","Part-time","Fergana","28/01/2020","2021-03-06","$62,084.02","0.06","2.09","17","41","3.01","Nodira Usmanova","Yes","active"
"EMP00603","Sales","Senior Analyst","Contract","Samarkand","08/07/2016","2018-02-11","98,894.80","0.04","4.87","45","33","4.52","Farida Karim","NO","active"
"EMP00604","HR","L2","Contract","Samarkand","26/03/2022","2024-11-06","97,811.07","0.17","4.19","15","73","2.46","Aziz Khan","yes","Active"
"EMP00605","Finance","Senior Analyst","Intern","Samarkand","09/08/2021","2024-04-16","135,062.08","0.1","4.23","28","20","1.06","Sara Lee","Yes","Active"
"EMP00606","Operations","Manager","Intern","Andijan","19/12/2019","2020-09-16","107,447.95","0.1","4.48","35","62","3.11","Rustam Mamatov","NO","Active"
"EMP00607","Operations","L3","Contract","Tashkent","15/12/2018","2019-07-14","75,072.75","0.02","4.22","21","29","2.03","Nodira Usmanova","NO","Resigned"
"EMP00608","IT","Senior Analyst","Intern","Fergana","30/07/2022","2025-10-03","119,877.52","0.09","2.31","22","54","2.23","Aziz Khan","NO","Active"
"EMP00609","Operations","L2","Full-time","Nukus","05/04/2019","2021-01-10"," 123,717.09 ","0.12","4.2","20","34","4.95","Rustam Mamatov","No","active"
"EMP00610","Customer Success","L1","Intern","Fergana","15/08/2020","2021-05-25","125,313.69","0.04","4.42","9","48","3.27","Sara Lee","No","On Leave"
"EMP00611","IT","L1","Intern","Bukhara","08/01/2019","2022-03-04","68,017.79","0.02","3.13","32","6","2.4","Aziz Khan",,"active"
"EMP00612","Operations","Senior Analyst","Contract","Nukus","17/09/2023","2026-06-11","56,545.29","0.03","4.12","14","46","2.06",,"no","On Leave"
"EMP00613","Sales","L1","Part-time","Nukus","26/01/2022","2023-07-13","76,557.27","0.06","2.36","20","1","4.92","Timur Akramov","Yes","Resigned"
"EMP00614","HR","L3","Intern","Samarkand","10/04/2020","2022-11-14","146,739.29","0.11","2.65","6","66","4.2","Farida Karim","No","On Leave"
"EMP00615","Operations","L1","Contract","Andijan","10/12/2021","2023-10-25","104,458.57","0.2","2.31","0","13","2.99","Aziz Khan","No","Resigned"
"EMP00616","Operations","Senior Analyst","Intern","Samarkand","25/06/2021","2022-03-23","$146,173.03","0.13","2.32","41","25","4.26","Sara Lee","yes","active"
"EMP00617","IT","Manager","Contract","Bukhara","06/04/2022","2022-11-08","30,201.46","0.15","2.37","12","41","4.02","Rustam Mamatov","No","Active"
